number,suffix,pos,form,ending,example,support
([1-9][0-9]*)?[1-9]0\.$,ina,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,nendaina,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,aina,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,ndaina,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,na,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,a,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,daina,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,endaina,O,pl es,ina,,
([1-9][0-9]*)?[1-9]0\.$,ena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,atena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,tena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,na,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,datena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,a,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,endatena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,ndatena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,nendatena,O,pl es,tena,,
([1-9][0-9]*)?[1-9]0\.$,date,O,pl g,te,70.-date,1
([1-9][0-9]*)?[1-9]0\.$,endate,O,pl g,te,,
([1-9][0-9]*)?[1-9]0\.$,te,O,pl g,te,90.-te,6
([1-9][0-9]*)?[1-9]0\.$,e,O,pl g,te,,
([1-9][0-9]*)?[1-9]0\.$,nendate,O,pl g,te,,
([1-9][0-9]*)?[1-9]0\.$,ate,O,pl g,te,,
([1-9][0-9]*)?[1-9]0\.$,ndate,O,pl g,te,90.-ndate,11
([1-9][0-9]*)?[1-9]0\.$,endaisse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,e,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,isse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,aisse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,ndaisse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,sse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,daisse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,se,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,nendaisse,O,pl ill,isse,,
([1-9][0-9]*)?[1-9]0\.$,nendatesse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,e,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,ndatesse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,esse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,sse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,tesse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,endatesse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,atesse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,se,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,datesse,O,pl ill,tesse,,
([1-9][0-9]*)?[1-9]0\.$,ais,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,ndais,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,is,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,nendais,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,s,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,endais,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,dais,O,pl in,is,,
([1-9][0-9]*)?[1-9]0\.$,dates,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,ndates,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,ates,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,endates,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,nendates,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,es,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,s,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,tes,O,pl in,tes,,
([1-9][0-9]*)?[1-9]0\.$,datega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,ndatega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,ga,O,pl kom,tega,3990.-ga,1
([1-9][0-9]*)?[1-9]0\.$,a,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,nendatega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,endatega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,ega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,tega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,atega,O,pl kom,tega,,
([1-9][0-9]*)?[1-9]0\.$,d,O,pl n,d,70.-d,1
([1-9][0-9]*)?[1-9]0\.$,endad,O,pl n,d,,
([1-9][0-9]*)?[1-9]0\.$,ndad,O,pl n,d,1930.-ndad,1
([1-9][0-9]*)?[1-9]0\.$,ad,O,pl n,d,,
([1-9][0-9]*)?[1-9]0\.$,dad,O,pl n,d,,
([1-9][0-9]*)?[1-9]0\.$,nendad,O,pl n,d,,
([1-9][0-9]*)?[1-9]0\.$,id,O,pl p,id,,
([1-9][0-9]*)?[1-9]0\.$,aid,O,pl p,id,,
([1-9][0-9]*)?[1-9]0\.$,nendaid,O,pl p,id,,
([1-9][0-9]*)?[1-9]0\.$,d,O,pl p,id,70.-d,1
([1-9][0-9]*)?[1-9]0\.$,endaid,O,pl p,id,,
([1-9][0-9]*)?[1-9]0\.$,daid,O,pl p,id,,
([1-9][0-9]*)?[1-9]0\.$,ndaid,O,pl p,id,1970.-ndaid,1
([1-9][0-9]*)?[1-9]0\.$,nendaini,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,ni,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,endaini,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,ndaini,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,i,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,aini,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,daini,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,ini,O,pl ter,ini,,
([1-9][0-9]*)?[1-9]0\.$,ni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,nendateni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,i,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,endateni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,ateni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,eni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,ndateni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,dateni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,teni,O,pl ter,teni,,
([1-9][0-9]*)?[1-9]0\.$,aiks,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,daiks,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,iks,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,endaiks,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,ks,O,pl tr,iks,2050.-ks,3
([1-9][0-9]*)?[1-9]0\.$,nendaiks,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,s,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,ndaiks,O,pl tr,iks,,
([1-9][0-9]*)?[1-9]0\.$,eks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,dateks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,endateks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,nendateks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,ateks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,ndateks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,teks,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,ks,O,pl tr,teks,2050.-ks,3
([1-9][0-9]*)?[1-9]0\.$,s,O,pl tr,teks,,
([1-9][0-9]*)?[1-9]0\.$,ndata,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,data,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,endata,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,nendata,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,ta,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,a,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,ata,O,sg ab,ta,,
([1-9][0-9]*)?[1-9]0\.$,endalt,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,nendalt,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,alt,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,lt,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,t,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,ndalt,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,dalt,O,sg abl,lt,,
([1-9][0-9]*)?[1-9]0\.$,l,O,sg ad,l,90.-l,2
([1-9][0-9]*)?[1-9]0\.$,ndal,O,sg ad,l,1970.-ndal,1
([1-9][0-9]*)?[1-9]0\.$,dal,O,sg ad,l,,
([1-9][0-9]*)?[1-9]0\.$,nendal,O,sg ad,l,,
([1-9][0-9]*)?[1-9]0\.$,endal,O,sg ad,l,,
([1-9][0-9]*)?[1-9]0\.$,al,O,sg ad,l,,
([1-9][0-9]*)?[1-9]0\.$,endale,O,sg all,le,,
([1-9][0-9]*)?[1-9]0\.$,e,O,sg all,le,,
([1-9][0-9]*)?[1-9]0\.$,le,O,sg all,le,120.-le,1
([1-9][0-9]*)?[1-9]0\.$,ndale,O,sg all,le,110.-ndale,1
([1-9][0-9]*)?[1-9]0\.$,dale,O,sg all,le,,
([1-9][0-9]*)?[1-9]0\.$,nendale,O,sg all,le,,
([1-9][0-9]*)?[1-9]0\.$,ale,O,sg all,le,,
([1-9][0-9]*)?[1-9]0\.$,ast,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,dast,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,ndast,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,t,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,endast,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,nendast,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,st,O,sg el,st,,
([1-9][0-9]*)?[1-9]0\.$,ndana,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,dana,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,endana,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,na,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,ana,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,a,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,nendana,O,sg es,na,,
([1-9][0-9]*)?[1-9]0\.$,da,O,sg g,0,,
([1-9][0-9]*)?[1-9]0\.$,nenda,O,sg g,0,,
([1-9][0-9]*)?[1-9]0\.$,enda,O,sg g,0,,
([1-9][0-9]*)?[1-9]0\.$,nda,O,sg g,0,,
([1-9][0-9]*)?[1-9]0\.$,a,O,sg g,0,,
([1-9][0-9]*)?[1-9]0\.$,ndasse,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,asse,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,e,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,dasse,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,endasse,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,nendasse,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,sse,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,se,O,sg ill,sse,,
([1-9][0-9]*)?[1-9]0\.$,nendas,O,sg in,s,,
([1-9][0-9]*)?[1-9]0\.$,endas,O,sg in,s,,
([1-9][0-9]*)?[1-9]0\.$,das,O,sg in,s,,
([1-9][0-9]*)?[1-9]0\.$,ndas,O,sg in,s,,
([1-9][0-9]*)?[1-9]0\.$,as,O,sg in,s,,
([1-9][0-9]*)?[1-9]0\.$,s,O,sg in,s,,
([1-9][0-9]*)?[1-9]0\.$,endaga,O,sg kom,ga,,
([1-9][0-9]*)?[1-9]0\.$,nendaga,O,sg kom,ga,,
([1-9][0-9]*)?[1-9]0\.$,aga,O,sg kom,ga,,
([1-9][0-9]*)?[1-9]0\.$,daga,O,sg kom,ga,,
([1-9][0-9]*)?[1-9]0\.$,ga,O,sg kom,ga,3990.-ga,1
([1-9][0-9]*)?[1-9]0\.$,a,O,sg kom,ga,,
([1-9][0-9]*)?[1-9]0\.$,ndaga,O,sg kom,ga,,
([1-9][0-9]*)?[1-9]0\.$,nendat,O,sg p,t,,
([1-9][0-9]*)?[1-9]0\.$,at,O,sg p,t,,
([1-9][0-9]*)?[1-9]0\.$,t,O,sg p,t,,
([1-9][0-9]*)?[1-9]0\.$,dat,O,sg p,t,,
([1-9][0-9]*)?[1-9]0\.$,endat,O,sg p,t,,
([1-9][0-9]*)?[1-9]0\.$,ndat,O,sg p,t,90.-ndat,1
([1-9][0-9]*)?[1-9]0\.$,dani,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,ni,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,i,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,ani,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,ndani,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,nendani,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,endani,O,sg ter,ni,,
([1-9][0-9]*)?[1-9]0\.$,endaks,O,sg tr,ks,,
([1-9][0-9]*)?[1-9]0\.$,aks,O,sg tr,ks,,
([1-9][0-9]*)?[1-9]0\.$,nendaks,O,sg tr,ks,,
([1-9][0-9]*)?[1-9]0\.$,daks,O,sg tr,ks,,
([1-9][0-9]*)?[1-9]0\.$,ndaks,O,sg tr,ks,,
([1-9][0-9]*)?[1-9]0\.$,ks,O,sg tr,ks,2050.-ks,3
([1-9][0-9]*)?[1-9]0\.$,s,O,sg tr,ks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",,N,?,0,99000,728
"([1-9][0-9]*)?[1-9]0{3,5}$",deteta,N,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeteta,N,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",teta,N,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ta,N,pl ab,teta,2000-ta,1
"([1-9][0-9]*)?[1-9]0{3,5}$",eta,N,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eteta,N,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,pl ab,teta,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",deilt,N,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ilt,N,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeilt,N,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eilt,N,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",lt,N,pl abl,ilt,9000lt,15
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,pl abl,ilt,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetelt,N,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",telt,N,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",detelt,N,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",elt,N,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",etelt,N,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",lt,N,pl abl,telt,9000lt,15
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,pl abl,telt,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",deil,N,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",l,N,pl ad,il,8000-l,11
"([1-9][0-9]*)?[1-9]0{3,5}$",il,N,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeil,N,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eil,N,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",etel,N,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",l,N,pl ad,tel,8000-l,11
"([1-9][0-9]*)?[1-9]0{3,5}$",el,N,pl ad,tel,2000-el,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetel,N,pl ad,tel,2000ndetel,1
"([1-9][0-9]*)?[1-9]0{3,5}$",detel,N,pl ad,tel,100000detel,1
"([1-9][0-9]*)?[1-9]0{3,5}$",tel,N,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,pl all,ile,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",eile,N,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",deile,N,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",le,N,pl all,ile,9000le,24
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeile,N,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ile,N,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",tele,N,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ele,N,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,pl all,tele,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",detele,N,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetele,N,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",etele,N,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",le,N,pl all,tele,9000le,24
"([1-9][0-9]*)?[1-9]0{3,5}$",ist,N,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eist,N,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,pl el,ist,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeist,N,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",st,N,pl el,ist,9000-st,23
"([1-9][0-9]*)?[1-9]0{3,5}$",deist,N,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetest,N,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",etest,N,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",detest,N,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",est,N,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",test,N,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,pl el,test,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",st,N,pl el,test,9000-st,23
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeina,N,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ina,N,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eina,N,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",na,N,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",deina,N,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,pl es,ina,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",detena,N,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetena,N,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ena,N,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",tena,N,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",na,N,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,pl es,tena,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",etena,N,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,pl g,te,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",dete,N,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",te,N,pl g,te,2000te,2
"([1-9][0-9]*)?[1-9]0{3,5}$",ndete,N,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ete,N,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeisse,N,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,pl ill,isse,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",isse,N,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eisse,N,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",sse,N,pl ill,isse,7000sse,6
"([1-9][0-9]*)?[1-9]0{3,5}$",deisse,N,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",se,N,pl ill,isse,9000se,12
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,pl ill,tesse,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",esse,N,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",sse,N,pl ill,tesse,7000sse,6
"([1-9][0-9]*)?[1-9]0{3,5}$",tesse,N,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",detesse,N,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",etesse,N,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetesse,N,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",se,N,pl ill,tesse,9000se,12
"([1-9][0-9]*)?[1-9]0{3,5}$",deis,N,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeis,N,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",is,N,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eis,N,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",s,N,pl in,is,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",detes,N,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetes,N,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",es,N,pl in,tes,2000es,2
"([1-9][0-9]*)?[1-9]0{3,5}$",tes,N,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",etes,N,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",s,N,pl in,tes,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",etega,N,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetega,N,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ga,N,pl kom,tega,9000ga,20
"([1-9][0-9]*)?[1-9]0{3,5}$",detega,N,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ega,N,pl kom,tega,6000-ega,1
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,pl kom,tega,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",tega,N,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",d,N,pl n,d,6000-d,2
"([1-9][0-9]*)?[1-9]0{3,5}$",ed,N,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",nded,N,pl n,d,2000nded,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ded,N,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",deid,N,pl p,id,1000-deid,1
"([1-9][0-9]*)?[1-9]0{3,5}$",d,N,pl p,id,6000-d,2
"([1-9][0-9]*)?[1-9]0{3,5}$",eid,N,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeid,N,pl p,id,1000-ndeid,1
"([1-9][0-9]*)?[1-9]0{3,5}$",id,N,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ni,N,pl ter,ini,9000ni,24
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeini,N,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",i,N,pl ter,ini,9000i,3
"([1-9][0-9]*)?[1-9]0{3,5}$",deini,N,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ini,N,pl ter,ini,6000ini,1
"([1-9][0-9]*)?[1-9]0{3,5}$",eini,N,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeteni,N,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eteni,N,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ni,N,pl ter,teni,9000ni,24
"([1-9][0-9]*)?[1-9]0{3,5}$",eni,N,pl ter,teni,2000-eni,1
"([1-9][0-9]*)?[1-9]0{3,5}$",i,N,pl ter,teni,9000i,3
"([1-9][0-9]*)?[1-9]0{3,5}$",deteni,N,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",teni,N,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",deiks,N,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeiks,N,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",iks,N,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ks,N,pl tr,iks,8000-ks,6
"([1-9][0-9]*)?[1-9]0{3,5}$",s,N,pl tr,iks,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",eiks,N,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",deteks,N,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eks,N,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",teks,N,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeteks,N,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eteks,N,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ks,N,pl tr,teks,8000-ks,6
"([1-9][0-9]*)?[1-9]0{3,5}$",s,N,pl tr,teks,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",deta,N,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ta,N,sg ab,ta,2000-ta,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeta,N,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eta,N,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,sg ab,ta,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",ndelt,N,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",elt,N,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",delt,N,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",lt,N,sg abl,lt,9000lt,15
