number,suffix,pos,form,ending,example,support
(|[2-9]|([1-9][0-9]*[02-9]))3$,dateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,lt,O,pl abl,ilt,973-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))3$,ilt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,pl abl,ilt,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,elt,O,pl abl,telt,3-elt,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,lt,O,pl abl,telt,973-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,pl abl,telt,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,telt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,datelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,atelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,l,O,pl ad,il,93l,26
(|[2-9]|([1-9][0-9]*[02-9]))3$,il,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,l,O,pl ad,tel,93l,26
(|[2-9]|([1-9][0-9]*[02-9]))3$,el,O,pl ad,tel,3el,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,atel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,datel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,tel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,aile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,pl all,ile,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,le,O,pl all,ile,93-le,46
(|[2-9]|([1-9][0-9]*[02-9]))3$,ile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,daile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ele,O,pl all,tele,643-ele,4
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,pl all,tele,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,tele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,le,O,pl all,tele,93-le,46
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,datele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,atele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,st,O,pl el,ist,963-st,70
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,pl el,ist,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,aist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,daist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,st,O,pl el,test,963-st,70
(|[2-9]|([1-9][0-9]*[02-9]))3$,est,O,pl el,test,3est,4
(|[2-9]|([1-9][0-9]*[02-9]))3$,test,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,atest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,pl el,test,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,datest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,aina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,na,O,pl es,ina,23-na,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,daina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,pl es,ina,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,atena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,tena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,na,O,pl es,tena,23-na,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,datena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,pl es,tena,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,date,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,pl g,te,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,andate,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ate,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndate,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,te,O,pl g,te,3-te,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,pl ill,isse,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,isse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,aisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,sse,O,pl ill,isse,23sse,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,daisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,se,O,pl ill,isse,93se,6
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,pl ill,tesse,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,esse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,sse,O,pl ill,tesse,23sse,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,tesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,atesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,se,O,pl ill,tesse,93se,6
(|[2-9]|([1-9][0-9]*[02-9]))3$,datesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,pl in,is,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,is,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,pl in,tes,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,es,O,pl in,tes,3es,3
(|[2-9]|([1-9][0-9]*[02-9]))3$,andates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,tes,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,datega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ga,O,pl kom,tega,943-ga,54
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,pl kom,tega,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,ega,O,pl kom,tega,3-ega,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,tega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,atega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dad,O,pl n,d,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndad,O,pl n,d,3-ndad,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,d,O,pl n,d,873d,12
(|[2-9]|([1-9][0-9]*[02-9]))3$,ad,O,pl n,d,3ad,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,andad,O,pl n,d,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,id,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,aid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,d,O,pl p,id,873d,12
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,daid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ni,O,pl ter,ini,93ni,55
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaini,O,pl ter,ini,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,aini,O,pl ter,ini,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,daini,O,pl ter,ini,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ini,O,pl ter,ini,93-ini,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaini,O,pl ter,ini,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,i,O,pl ter,ini,73i,5
(|[2-9]|([1-9][0-9]*[02-9]))3$,ni,O,pl ter,teni,93ni,55
(|[2-9]|([1-9][0-9]*[02-9]))3$,dateni,O,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ateni,O,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,eni,O,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andateni,O,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndateni,O,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,i,O,pl ter,teni,73i,5
(|[2-9]|([1-9][0-9]*[02-9]))3$,teni,O,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaiks,O,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,iks,O,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,daiks,O,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,pl tr,iks,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,aiks,O,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ks,O,pl tr,iks,93-ks,13
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaiks,O,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,eks,O,pl tr,teks,3-eks,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,dateks,O,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,teks,O,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,pl tr,teks,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,ateks,O,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndateks,O,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ks,O,pl tr,teks,93-ks,13
(|[2-9]|([1-9][0-9]*[02-9]))3$,andateks,O,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndata,O,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andata,O,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,data,O,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ta,O,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ata,O,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,sg ab,ta,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,alt,O,sg abl,lt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndalt,O,sg abl,lt,3ndalt,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,lt,O,sg abl,lt,973-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,sg abl,lt,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,andalt,O,sg abl,lt,3-andalt,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,dalt,O,sg abl,lt,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,l,O,sg ad,l,93l,26
(|[2-9]|([1-9][0-9]*[02-9]))3$,dal,O,sg ad,l,93-dal,4
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndal,O,sg ad,l,93ndal,33
(|[2-9]|([1-9][0-9]*[02-9]))3$,andal,O,sg ad,l,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,al,O,sg ad,l,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,sg all,le,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,le,O,sg all,le,93-le,46
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndale,O,sg all,le,73ndale,5
(|[2-9]|([1-9][0-9]*[02-9]))3$,dale,O,sg all,le,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ale,O,sg all,le,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andale,O,sg all,le,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,st,O,sg el,st,963-st,70
(|[2-9]|([1-9][0-9]*[02-9]))3$,ast,O,sg el,st,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dast,O,sg el,st,1993-dast,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndast,O,sg el,st,93ndast,11
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,sg el,st,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,andast,O,sg el,st,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,dana,O,sg es,na,23-dana,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,andana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndana,O,sg es,na,93ndana,15
(|[2-9]|([1-9][0-9]*[02-9]))3$,na,O,sg es,na,23-na,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,ana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,sg es,na,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,da,O,sg g,0,53-da,3
(|[2-9]|([1-9][0-9]*[02-9]))3$,nda,O,sg g,0,93nda,18
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,sg g,0,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,anda,O,sg g,0,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndasse,O,sg ill,sse,93ndasse,4
(|[2-9]|([1-9][0-9]*[02-9]))3$,andasse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,e,O,sg ill,sse,73e,16
(|[2-9]|([1-9][0-9]*[02-9]))3$,dasse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,sse,O,sg ill,sse,23sse,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,asse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,se,O,sg ill,sse,93se,6
(|[2-9]|([1-9][0-9]*[02-9]))3$,andas,O,sg in,s,3-andas,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,das,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,sg in,s,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndas,O,sg in,s,3ndas,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,as,O,sg in,s,3-as,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,aga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,daga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ga,O,sg kom,ga,943-ga,54
(|[2-9]|([1-9][0-9]*[02-9]))3$,a,O,sg kom,ga,93a,37
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaga,O,sg kom,ga,3ndaga,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,sg n,0,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,as,O,sg n,0,3-as,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,andat,O,sg p,t,3andat,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,at,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,sg p,t,3t,2
(|[2-9]|([1-9][0-9]*[02-9]))3$,dat,O,sg p,t,3dat,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndat,O,sg p,t,73-ndat,9
(|[2-9]|([1-9][0-9]*[02-9]))3$,dani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ni,O,sg ter,ni,93ni,55
(|[2-9]|([1-9][0-9]*[02-9]))3$,ani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,andani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,i,O,sg ter,ni,73i,5
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaks,O,sg tr,ks,83-ndaks,18
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaks,O,sg tr,ks,3andaks,1
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,sg tr,ks,953-s,30
(|[2-9]|([1-9][0-9]*[02-9]))3$,daks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))3$,ks,O,sg tr,ks,93-ks,13
(|[2-9]|([1-9][0-9]*[02-9]))3$,aks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,,O,?,0,9933.,399
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,eta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,a,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,teta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,t,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,lt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ilt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,t,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,telt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,elt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,lt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atelt,O,pl abl,telt,,
